144.50 -27.50 -39.8816
144.50 -22.50 -39.1429
144.50 -17.50 -38.5000
144.50 -12.50 -37.9533
144.50 -7.50 -37.5000
144.50 -2.50 -37.5000
144.50 2.50 -37.5000
144.50 7.50 -37.5000
144.50 12.50 -37.9878
144.50 17.50 -38.5000
144.50 22.50 -39.1774
144.50 27.50 -39.8288
149.50 -27.50 -39.8974
149.50 -22.50 -39.2128
149.50 -17.50 -38.5000
149.50 -12.50 -38.3182
149.50 -7.50 -37.5000
149.50 -2.50 -37.5000
149.50 2.50 -37.5000
149.50 7.50 -37.5000
149.50 12.50 -38.1933
149.50 17.50 -38.5000
149.50 22.50 -39.3169
149.50 27.50 -39.8889
154.50 -27.50 -40.2363
154.50 -22.50 -39.4394
154.50 -17.50 -38.5854
154.50 -12.50 -38.4868
154.50 -7.50 -37.9079
154.50 -2.50 -37.5143
154.50 2.50 -37.5116
154.50 7.50 -37.8902
154.50 12.50 -38.4833
154.50 17.50 -38.6447
154.50 22.50 -39.4744
154.50 27.50 -40.1957
159.50 -27.50 -40.5440
159.50 -22.50 -39.6892
159.50 -17.50 -39.2500
159.50 -12.50 -38.5133
159.50 -7.50 -38.5000
159.50 -2.50 -38.4014
159.50 2.50 -38.4605
159.50 7.50 -38.5000
159.50 12.50 -38.5256
159.50 17.50 -39.2971
159.50 22.50 -39.6176
159.50 27.50 -40.5244
164.50 -32.50 -42.0248
164.50 -27.50 -41.0732
164.50 -22.50 -40.3526
164.50 -17.50 -39.6047
164.50 -12.50 -39.3261
164.50 -7.50 -38.8418
164.50 -2.50 -38.5652
164.50 2.50 -38.5976
164.50 7.50 -38.7278
164.50 12.50 -39.3095
164.50 17.50 -39.6728
164.50 22.50 -40.3875
164.50 27.50 -41.0682
164.50 32.50 -42.0672
169.50 -32.50 -42.8929
169.50 -27.50 -41.8614
169.50 -22.50 -40.9891
169.50 -17.50 -40.3873
169.50 -12.50 -39.8034
169.50 -7.50 -39.5244
169.50 -2.50 -39.5000
169.50 2.50 -39.5000
169.50 7.50 -39.5147
169.50 12.50 -39.8816
169.50 17.50 -40.3831
169.50 22.50 -40.9250
169.50 27.50 -41.7706
169.50 32.50 -42.7603
174.50 -32.50 -43.6143
174.50 -27.50 -42.7135
174.50 -22.50 -41.8521
174.50 -17.50 -41.2931
174.50 -12.50 -40.6972
174.50 -7.50 -40.4268
174.50 -2.50 -40.2746
174.50 2.50 -40.2753
174.50 7.50 -40.4589
174.50 12.50 -40.7078
174.50 17.50 -41.2179
174.50 22.50 -41.9219
174.50 27.50 -42.7051
174.50 32.50 -43.7055
179.50 -32.50 -44.7877
179.50 -27.50 -43.7000
179.50 -22.50 -42.9865
179.50 -17.50 -42.1977
179.50 -12.50 -41.7208
179.50 -7.50 -41.5000
179.50 -2.50 -41.3395
179.50 2.50 -41.2500
179.50 7.50 -41.4277
179.50 12.50 -41.8924
179.50 17.50 -42.2439
179.50 22.50 -42.9177
179.50 27.50 -43.7317
179.50 32.50 -44.6935
184.50 -37.50 -47.1707
184.50 -32.50 -45.9098
184.50 -27.50 -44.9598
184.50 -22.50 -44.1290
184.50 -17.50 -43.4425
184.50 -12.50 -42.9632
184.50 -7.50 -42.7024
184.50 -2.50 -42.5370
184.50 2.50 -42.5290
184.50 7.50 -42.7079
184.50 12.50 -42.9878
184.50 17.50 -43.4315
184.50 22.50 -44.0000
184.50 27.50 -44.9535
184.50 32.50 -45.9400
184.50 37.50 -47.0851
189.50 -37.50 -48.4783
189.50 -32.50 -47.3364
189.50 -27.50 -46.3452
189.50 -22.50 -45.5000
189.50 -17.50 -44.9111
189.50 -12.50 -44.2708
189.50 -7.50 -44.0802
189.50 -2.50 -43.9400
189.50 2.50 -43.8951
189.50 7.50 -44.0195
189.50 12.50 -44.2778
189.50 17.50 -44.9941
189.50 22.50 -45.4518
189.50 27.50 -46.3132
189.50 32.50 -47.3400
189.50 37.50 -48.4577
194.50 -37.50 -50.0741
194.50 -32.50 -48.8415
194.50 -27.50 -47.9337
194.50 -22.50 -47.1579
194.50 -17.50 -46.5000
194.50 -12.50 -45.9545
194.50 -7.50 -45.5141
194.50 -2.50 -45.3837
194.50 2.50 -45.3286
194.50 7.50 -45.5759
194.50 12.50 -45.9706
194.50 17.50 -46.3718
194.50 22.50 -47.0385
194.50 27.50 -47.8297
194.50 32.50 -48.9684
194.50 37.50 -49.9810
199.50 -37.50 -51.8222
199.50 -32.50 -50.6481
199.50 -27.50 -49.7245
199.50 -22.50 -48.6932
199.50 -17.50 -47.9651
199.50 -12.50 -47.6398
199.50 -7.50 -47.3116
199.50 -2.50 -47.0238
199.50 2.50 -47.0000
199.50 7.50 -47.2439
199.50 12.50 -47.6026
199.50 17.50 -48.1707
199.50 22.50 -48.7421
199.50 27.50 -49.6136
199.50 32.50 -50.5816
199.50 37.50 -51.7603
